Token,FinalTokenMap
PLAZOMICIN,PLAZOMICIN
ORMETROPRIM,ORMETROPRIM
OMADACYCLINE,OMADACYCLINE
NITAZOXANIDE,NITAZOXANIDE
MARBOFLOXACIN,MARBOFLOXACIN
ICLAPRIM,ICLAPRIM
FINAFLOXACIN,FINAFLOXACIN
FIDAXOMICIN,FIDAXOMICIN
FAROPENEM,FAROPENEM
DANOFLOXACIN,DANOFLOXACIN
CEFTOLOZANE,CEFTOLOZANE
AVIBACTAM,AVIBACTAM
CEFTAROLINE,CEFTAROLINE
BESIFLOXACIN,BESIFLOXACIN
ORF28,ZOSTER
ORF36,ZOSTER
YADA,ADHESION
OPTOCHIN,OPTOCHIN
HIPPURICASE,PRODUCING
COAGULASE,PRODUCING
PNEUMOPHILA,PNEUMOPHILA
ENTSRTO,DIPHOSPHATE
TOPOTECAN,TOPOTECAN
SORAFENIB,SORAFENIB
DANAZOL,DANAZOL
MFRDIFF,OXYGEN
CCHD,CCHD
SCRN,SCREENING
PRFRMD,SCREENING
SEROSUBTYP,SEROSUBTYPE
PRELIMIN,PATHOLOGY
EXTRACELL, EXTRACELLULAR
PHARMD,PHARMACIST
PRESCRIP,PHARMACY
PHOLCODINE,PHOLCODINE
NORCOCAINE, NORCOCAINE
TRANSALDOLASE, TRANSALDOLASE
LYMPHBLST,5
BACT,BACTERIAL
BIOTYPE,BIOTYPE
ACADVL,ACADVL
PLA2R,PHOSPHOLIPASE
PRFMED,REASON
KLH,KEYHOLE LIMPET HEMOCYANIN
R3500Q,GENE
R3500W,P
4P16,4P16
17P11,GENE
5P15,5P15
TALL,TALL
SIGNAL,SIGNAL
WRAP,SENSOR
WRP,SENSOR
NWBRN,NEWBORN
GRAYFISH,GRAYFISH
CNCPT,PRODUCT
GREASEWOOD,GREASEWOOD
PRCNT, PERCENT
ADLSCNT,ADOLESCENT
DEPRESS,DEPRESSION
CARBPM,CARBAPENEM
ESBL,BETA
FLUOROQ,FLUOROQUINOLONE
KETOANDROSTENEDIOL,KETOANDROSTENEDIOL
GRA,18
AET,ANDROSTENETRIOL
HAM,HAM
LYME,LYME
PAX8,PAX8
SOX10,SOX10
DOG1,DOG1
DMAA,1
MAYDIS,MAYDIS
ECOLI,ESCHERICHIA
KPNEU,COLI
PAERU,KLEBSIELLA
NPT,NONINVASIVE
ANPLDY,FETAL
CD158E,CELLS
CD158A,CD158A
CD158B,CD158B
MODIFYING,ALLEVIATING
BLANDM,CARBAPENEM
NBOME,NBOME
25I,25I
CYP3A4,CYP3A4
392A,C
MDIFF,DIALYSIS
PROBABILITY,PROBABILITY
ALGORITHM,RISK
PEDIGREE,PEDIGREE
VMR,HL7
PERIO,PERIODONTAL
ATTACH,ATTACHMENT
MAML2,MAML2
11Q21,11Q21
CNTRL,POSITIVE
INVOLVES,PERIODONTAL
FRENUM,FRENUM
RXCUI,RXCUI
GLIQUIDONE,GLIQUIDONE
GLICLAZIDE,GLICLAZIDE
TIMP,TISSUE
MMP2,MATRIX
AMANITIN,GAMMA
COUMARINS,HYDROXYCOUMARINS
BROMADIOLONE,BROMADIOLONE
COUMAFURYL,COUMAFURYL
COUMATETRALYL,COUMATETRALYL
ADALIMUMAB,ADALIMUMAB
P27,P27
P504S,P504S
UBIQUITIN,UBIQUITIN
S6RP,S6
BG8,BLOOD GROUP 8
MESOTHELIN,MESOTHELIN
EZOGABINE,N
ACETYL,ACETYL
ANAPHYLAXIS,ANAPHYLAXIS
SPHAEROSPERMUM,SPHAEROSPERMUM
NIOSH,NIOSH
PRCT,PERCENT
POV,POVERTY
HEATH,HEALTH
INTERRAI,INTERRAI
ESP,EMERGENCY
CHA,COMMUNITY HEALTH ASSESSMENT
DB,HEALTH
LTCF,LONG
NTDS,DISCHARGE
PREHOSP,PREHOSPITAL
ASSISTED,WAS
WGHT,TIME
REFER,REFERRING
REVWD,REVIEWED
MATRL,MATERIAL
STAINS,STAINS
IHC,IMMUNOHISTOCHEMICAL
MYELOPOIESIS,MYELOPOIESIS
MEGAKARYOPOIESIS,MEGAKARYOPOIESIS
ASSESSMNT,ASSESSMENT
ERYTHROPOIESIS,ERYTHROPOIESIS
2014,2014
SETS,SETS
ABORH,VALUE
FOBT,VALUE
NEPHRO,VALUE
RUBELLA,RUBELLA
URIN,VALUE
MACROALB,SET
VALP,VALUE
CFP10,INTERFERON
ESAT,INTERFERON
COUNSEL,COUNSELING
ADDTNL, ADDITIONAL
NAB,VIRUS
FOSTERA,ORF5
HMLGY,GENE
LELYSTAD,ORF5
INGATP,ORF5
INGMLV,ORF5
ORF5,ORF5
MICA,MICA
051,051
050,050
046,046
043,043
042,042
041,041
037,037
036,036
033,033
030,030
029,029
028,028
019,019
017,017
016,016
015,015
012,012
011,011
009,009
008,008
007,007
006,006
PINCHOT,PINCHOT
004,004
002,002
001,001
ATCH,PLASMA
BARTH,IDENTIFIED
DIMETHYLARGININE,DIMETHYLARGININE
APLN,APELIN
JUTE,JUTE
PEMPTOPORPHYRIN, PEMPTOPORPHYRIN
SUG,HOUR
SUGARS, SUGARS
POLYOLS, SUGARS
IHE,SUMMARY
PPOC,PLAN
QUEST,QUESTIONNAIRE
FRM,FORM
UPE,RESPIRATORY
LOINC,LOINC
DOCONT,LOINC
KOD,KIND
TOS,TYPE
SMD,SUBJECT MATTER DOMAIN
RSN,REASON
UNSAT,FOR
P63,P63
CK903,CYTOKERATIN
CK8,MYOSIN
KI67,KI67
CK7,CYTOKERATIN
TTF,7
16B,16
COMT,COMT
1947G,C
CCL18,CHEMOKINE
CC16,CLARA
LECTIN,PATHWAY
DICARBOXYEICOSANOYLCARN,DICARBOXYEICOSANOYLCARNITINE
DICARBOXYHEXENOYLCARN,DICARBOXYHEXENOYLCARNITINE
CONTENT,CONTENT
SFTPD,SURFACTANT
STALLERG,STALLERG
TRYP,TRYPTOPHAN
PDC,PYRUVATE DEHYDROGENASE COMPLEX
COQ,COENZYME
PETH,PHOSPHATIDYLETHANOL
LINEN,LINEN
LIPOLASE,LIPOLASE
CHLORINATED,CHLORINATED
CARBAPENEMASE,CARBAPENEMASE
TCOH, TRICHLOROETHANOL
14459G,M
NUR, NURSE
ACAMPRO,ACAMPROSATE
LLAMA,LLAMA
ASSET,ASSET
UDI,UNIQUE
BATCH,BATCH
FIRMWARE,FIRMWARE
CCDAR1,BSA
ALDP,ADRENOLEUKODYSTROPHY
TUF,TUF
HSP60,HSP60
PNEUMONIAE,PNEUMONIAE
GRYB,GRYB
LUGDUNENSIS,LUGDUNENSIS
PEDV,PORCINE
PIGF,LIKE
SFLT,SOLUBLE
ETG,ETHYL
ETS,SULFATE
METABS,METABOLITES
MEGASPHAERA,MEGASPHAERA
SFLT1PIGF,SOLUBLE
HEVYLITE,LIGHT
CPT1A,CPT1A
1436C,C
DORS,DORSAL
LINEAGE,VIRUS
YAM,VIRUS
HBT,CHALLENGE
THBR,THYROID
TBC,THYROXINE BINDING CAPACITY
PLMS,PLASMA
CENTBLST,CELLS
DESOM,DESOMORPHINE
CENTCYTS,CELLS
TCDB,B
ACAT1,ACAT1
MARS2,MARS2
TRNS,TRANSPLANT
BAYLIS,BAYLISASCARIS
NUCLEUS,COPY
LAMBA,LAMBDA
MAYFLY,MAYFLY
STIGMASTEROL,STIGMASTEROL
STIGMASTANOL,STIGMASTANOL
STEROLS,STEROLS
LANOSTEROL,LANOSTEROL
DESMOSTEROL,DESMOSTEROL
SITOSTEROL,SITOSTEROL
THIOLASE,3
PORPH,PORPHYRIN
FLUSPIRILENE,FLUSPIRILENE
EVAPORATED,EVAPORATED
GALACTOCEREBROSIDASE, DEPRECATED
MIX50,MIX
MIX7A,MIX
FP73,FP73
RESTRICTUS,RESTRICTUS
NASP,NATIVE
NCAN,NCAN
SPANISH,SPANISH
MOSS,MOSS
WHLSALE,LABEL
PRTY,THIRD
CATECHOLAMINE,CATECHOLAMINE
ADO,ADENOSINE
ALBERTS,MICROSCOPIC
CHED, CHEDIAK
HIG, CHEDIAK
MYCOGONE,MYCOGONE
VILAZ,VILAZODONE
IMA,ALBUMIN
ORZAE,ORYZAE
GEL,GEL
CHARACT,CHARACTERISTICS
MON,MONOSOMY
BELIEF,BELIEF
NUTRT,NUTRITION
ANTHROP,RELATED
FND,FINDINGS
ADEQ,ADEQUACY
CARBOHYDRATE,CARBOHYDRATE
ETIOLOGY,ETIOLOGY
PROGNOSIS,PROGNOSIS
IUD,INTRAUTERINE
INTERIOR,INTERIOR
HL7CCDAR2,HL7
HL7CC,HL7
ABSTRACTLY,ABSTRACTLY
VERBALIZE,VERBALIZE
LOGICALLY,LOGICALLY
SUPRACERVICAL,SUPRACERVICAL
HYST,HYSTERECTOMY
TAPEN,TAPENTADOL
BARTLETT,BARTLETT
NS1,VIRUS
SERPING1,SERPING1
CDKN1B,CDKN1B
AIP,AIP
HNF1A,HNF1A
HNF1B,HNF1B
HNF4A,HNF4A
KCNJ11,KCNJ11
PDHA1,PDHA1
E7MRNA,18
EZ1,EBOLA
PLASBLD,VIRUS
MGR,MANAGER
CUST,CUSTODIAL
OBESITY,OBESITY
LPN,LICENSED PRACTICAL NURSE
ORTHOTICS,ORTHOTICS
PROSTHETICS,PROSTHETICS
PREVENTIVE,PREVENTIVE
VOCATIONAL,VOCATIONAL
SERO,SEROTYPE
NIP,NONINVASIVE
ANEU,ANEUPLOID
MICRODEL,FETAL
COUNS,COUNSELOR
TRIPLOIDY,FETAL
22Q11,22Q11
5P,5P
1P36,1P36
NHCS,NATIONAL
PATHOLOGIC,PATHOLOGIC
VCAM,VASCULAR
MMP,6
RESISTIN,RESISTIN
DAS,ARTHRITIS
VECTRADA,SCORE
CARBOXYTHCV, TETRAHYDROCANNABIVARIN
ANORECTL,VIRUS
HIV1P24,HIV1
LIKELIHOOD,PLASMA
ACINETOBACTER,ACINETOBACTER
RPSA,RPSA
CITROBAC,CITROBACTER
OMPA,OMPA
MRKC,MRKC
ENTEROBACT,ENTEROBACTER
METB,GYRB
ATPD,ATPD
OPPA,OPPA
YGGE,YGGE
BLA,CEPHALOSPORIN
BLAVIM,CARBAPENEM
BLAIMP,CARBAPENEM
BLAOXA,CARBAPENEM
NCI,NEUROPATHY
BASIS,BASIS
DOSAGE,FREE
POSADASII,POSADASII
125C,C
2467DELT,C
2473G,C
2499A,C
3497G,C
3533G,C
3860G,C
5090C,C
5166G,C
163C,C
2385G,C
558C,C
729C,C
1438G,C
IVS2A,C
74C,C
1354C,C
796G,C
102T,C
759C,C
AXIN2,AXIN2
BMPR1A,BMPR1A
LYSOPC, LYSOPHOSPHATIDYLCHOLINE
LATHOSTEROL,LATHOSTEROL
VAND,VANCOMYCIN
MSSA,METHICILLIN
MALDI,MS
TOF,MALDI
CHRM,CHROMASIA
B19,VIRUS
2015,2015
EXCL,PREGNANCY
IEEE,IEEE
ROSETTA,IEEE
RIBA,RIBA
AIS,ABBREVIATED INJURY SCALE
PREDOT,INJURY
AAAM,SCALE
CURTAIN,CURTAIN
INCUB,INCUBATOR
BISPECTRAL,BISPECTRAL
TRANSTHOR,TRANSTHORACIC
FAN,FAN
HEATER,HEATER
ENGRATFR,HEATER
PERCENT,PERCENT
NO2,NITROGEN
ENTROPY,ENTROPY
SPIKE,SPIKE
GASMON,11073
GASDLV,11073
INFUS,INFUSION
TCUT,ROSETTA
ICG,INDOCYANINE
EXPEND,EXPENDED
CALORIMETRY,INDIRECT
PHADIOTOP,PHADIATOP
CNAP,PRESSURE
PACED,PACED
OCCLUSION,OCCLUSION
CHOLESTENOL,CHOLESTENOL
PMM2,PMM2
M6PI,MANNOSE
HEXB,HEXB
IDS,IDS
NPC1,NPC1
6P25,6P25
6Q23,6Q23
11Q,11Q
8Q24,8Q24
MBL2,MBL2
D68,D68
HYPER,ERYTHROCYTES
XE, XENON
PONDOROSA,PONDOROSA
PVCS,PREMATURE
PCDW,PLATELET
RDWR,RETICULOCYTE
HDWR,RETICULOCYTE
HYPOCHROMIC,HYPOCHROMIC
PITOSPORIUM,PITOSPORIUM
CHCMR,RETICULOCYTE
CEFCAPENE,CEFCAPENE
CEFTERAM,CEFTERAM
PRULIFLOXACIN,PRULIFLOXACIN
TOSUFLOXACIN,TOSUFLOXACIN
CEFOVECIN,CEFOVECIN
PRA,PRADOFLOXACIN
TUL,TULATHROMYCIN
CEQ,CEFQUINOME
BACKUP,BACKUP
PRESSDIFF,DELTA
PLETH,OXIMETRY
POISON,POISON
NIF,RESPIRATORY
100MS,100MS
OBSTR,OBSTRUCTIVE
PIO2,INSPIRATORY
PEO2,OXYGEN
IBW,VO2
AMBIENT,AMBIENT
QUOT,QUOTIENT
BIAS,BIAS
VQI,VENTILATION
FOLEY,FOLEY
INTRAMUCOSAL,INTRAMUCOSAL
BTB,BEAT TO BEAT
TIMED,DURATION
LEAKAGE,LEAKAGE
BTWN,BETWEEN
REQ,REQUIRED
LOCKOUT,LOCKOUT
ACI,AORTA
PRIORITY,PRIORITY
PDCOV,PORCINE
PGS,POLYGLUTAMATES
141,CODON
112,CODON
136,CODON
154,CODON
171,CODON
APTA,APTA
SPECIALTY,SPECIALTY
CPT,CPT
ICF,ICF
STRUCTURE,STRUCTURE
CURR,CURRENT
PROJ,PROJECTED
CANYON,CANYON
REEXAM,THERAPY
CONCL,THERAPY
RESIDENCY,PROVIDER
FELLOWSHIP,RESIDENCY
ICD9,THERAPY
FEDERAL, ORGANIZATION
EOC,EMERGENCY OPERATIONS CENTER
GHRELIN,GHRELIN
TRANSTH,TRANSTHORACIC
NONINVASIVE,PRESSURE
HPVE6,OVEREXPRESSING
APPROPRIATE,IS
PREM,PREMATURE
TRANSMISSION,TRANSMISSION
INFRARED,INFRARED
THOR,THORACIC
CONDUCTIVITY,CONDUCTIVITY
PROSIGNA,RECURRENCE
SLENDER,SLENDER
CUBE,M
GIBSON,M
NANA,NANA
CATARR,CATARRHALIS
G1B,G1B
INFLUENZ,INFLUENZAE
LEX2,LEX2
16S,16S
MARCESC,MARCESCENS
SAU3AI,SAU3AI
REGA,REGA
CSRS,CSRS
AGALACT,AGALACTIAE
CFB,CFB
KL,KLEBSIELLA
PHOE,PHOE
FAECAL,FAECALIS
CPN60,CPN60
ENT,ENT
MULIIALGRO,MULIIALGRO
HEXASIALO,DEFICIENT
MUO,FIBROBLAST
SUBSTRATE,4
MUP,FIBROBLAST
14C,FIBROBLAST
SUBSTR,14C
SUCC,3
LEUC,1
RIFAPENTINE,RIFAPENTINE
FRIDERICIA,BASED
BAZETT,BASED
BEATS,BEATS
PERC,PULMONARY
RR,R R
COEFF,R
GADOLINIUM,GADOLINIUM
ZNT8,ZINC
TUBE1,CEREBRAL
MPC,MEAN PLATELET COMPONENT
PMDW,PLATELET
CHDWR,RETICULOCYTE
ASSIGNED,ASSIGNED
ORIENTATION,ORIENTATION
ASSIGN,ASSIGNING
AUTH,TO
BRAZ,BRAZILIAN
RUBBER,RUBBER
POLA,POLA
ALLSCALE,ALLSCALE
SCORPION,SCORPION
NONINV,NONINVASIVE
SMELT,SMELT
14;16,14;16
MAF,IGH
11;18,11;18
BIRC3,Q21;Q21
3;3,2
PSMD2,T
ACAD8,ACAD8
ACADSB,ACADSB
ACSF3,ACSF3
SUGCT,SUGCT
IFITM5,IFITM5
CYP17A1,CYP17A1
GNMT,GNMT
HPD,HPD
AHCY,AHCY
PLOD2,PLOD2
ATP5A1,ATP5A1
C12ORF65,C12ORF65
MRPL40,MRPL40
MTFMT,MTFMT
SERPINF1,SERPINF1
FARS2,FARS2
ALPL,ALPL
TYROBP,TYROBP
GFM1,GFM1
TFB1M,TFB1M
MRRF,MRRF
MRPS2,MRPS2
MRPS22,MRPS22
MRPL44,MRPL44
MRPL18A,MRPL18A
NARS2,NARS2
HARS2,HARS2
SARS2,SARS2
AARS2,AARS2
KARS,KARS
PLOD3,PLOD3
FKBP10,FKBP10
RPGRIP1,RPGRIP1
RPGR,RPGR
DFNB31,DFNB31
ATROVIRENS,ATROVIRENS
GPR98,GPR98
PCDH15,PCDH15
USH1C,USH1C
CERKL,CERKL
CDHR1,CDHR1
LCA5,LCA5
DESCRIPTORS,DESCRIPTORS
DESIGNATION,DESIGNATION
CAPABILITY,CAPABILITY
GOSE,GOSE
PHAGOCYT,PHAGOCYTOPHILUM
D842V,P
HGFR,HEPATOCYTE
CALR,CALR
ABI,ANKLE BRACHIAL INDEX
CAVI,CARDIO
PWV,PULSE WAVE VELOCITY
ARTERIOSCLEROSIS,ARTERIOSCLEROSIS
EVOKED,EVOKED
CA6,CARBONIC ANHYDRASE 6
PSP,PAROTID SECRETORY PROTEIN
BIA,FAT
MNGMT,MANAGEMENT
WARN,INDEXING
LTR,WARNING
SUSP,THAN
LACTATION,INSERT
REPROD,MALES
POTENT,REPRODUCTIVE
EFACILITY,INSERT
PREF,PREFERRED
LX,LOWER
BASIC,BASIC
CHROMOS,CHROMOSOME
IMPLNT,IMPLANTED
NONHEMATOP,NON
TERMAMYL,TERMAMYL
METABOLITES,KYNURENIN
MN,FREE
BRASSICASTEROL,BRASSICASTEROL
CLOM,TROUGH
TRGH,TROUGH
OVALOCYTES,OVALOCYTES
TEACH,TEACHING
HIND,HINDFOOT
LXB,LOWER
ENDOGRAF,FOR
UPHOLSTERY,UPHOLSTERY
REES,BLOOD
ECKER,REES
WDRAW,LABEL
WSALE,WITHDRAWAL
CDES,CLINICAL
DOCUMENTATION,DOCUMENTATION
ENHANCED,ENHANCED
TE,STIFFNESS
STIFFNESS,TRANSIENT
FIBROMETER,PLASMA
TBI,TOE BRACHIAL INDEX
SMAD4,SMAD4
PSEN2,PSEN2
PARK7,PARK7
ALS2,ALS2
VAPB,VAPB
TARDBP,TARDBP
C9ORF72,C9ORF72
GGGGCC,GENE
COMPDED,ANIMAL
BIOL,INDEXING
DIPL,DIPLOID
DIPLOID,DIPLOID
CHAN,2
ORFX,METHICILLIN
TAFI,THROMBIN
INTELLECTUAL, INTELLECTUAL
MOTIVATION, MOTIVATION
INITIATIVE, MOTIVATION
SALIVATION, SALIVATION
HANDWRITING, HANDWRITING
UTENSILS, UTENSILS
FREEZE, WALKING
COMPLAINTS,COMPLAINTS
DYSKINESIA,DYSKINESIA
DYSTONIA,DYSTONIA
PREDICTABLE,PREDICTABLE
AVE,AVERAGE
ANOREXIA,PATIENT
SYMPTOMATIC,SYMPTOMATIC
ORTHOSTASIS,ORTHOSTASIS
HOEN,HOEN
YAHR,YAHR
SCHWAB,SCHWAB
ENGLAND,ENGLAND
ADL,ACTIVITIES DAILY LIVING
MENTATION, MENTATION
EXAMINATION, MOTOR
DYSKINESIAS, DYSKINESIAS
FLUCTUATIONS, CLINICAL
ERM,COMPLEX
ABSCES,ABSCESSUS
TRUNC,DIASTOLE
ABSCESSUS,ABSCESSUS
FLUSH,FLUSH
NORCOTININE, NORCOTININE
STREPTAVIDIN,STREPTAVIDIN
733C,C
CLRN1,CLRN1
144T,C
DLD,DLD
TMEM216,TMEM216
218G,C
081,081
WINTERFAT,WINTERFAT
YEW,YEW
DEHYDROARIPIPRAZOLE,DEHYDROARIPIPRAZOLE
ELLIPS,US
DEVEREUX,US
PLAX,AT
STEN,STENOSIS
DACRYOCYTES,DACROCYTES
CRE,ENTEROBACTERIACEAE
DOHLE,DOHLE
HOWELL,HOWELL
JOLLY,JOLLY
124H,SERUM
POLYCHR,POLYCHROMASIA
INTERC,MANSONI
TOSV,TOSCANA
PAPPENHEIMER,PAPPENHEIMER
ROULEAUX,ROULEAUX
PP65,PP65
100000,100000
PMN,PMN
RECIPIENT,CELL
RECIP,CELL
VRSA,STAPHYLOCOCCUS
ISOTOPIC,ISOTOPIC
ENTLOGNUM,CELLS
DRB,DRB
ROVES,BILATERAL
WCONTRIV,WO
AORT,AORTA
PHARMACOGEN,PHARMACOGENOMIC
INFLOW,DIASTOLIC
DECELERATION,WAVE
RESOURCE,RESOURCE
URI,FOR
REARRANGE,GENE
9Q34,9Q34
TRA,TRA
TRD,TRD
MYB,MYB
HEMATOLOGY,HEMATOLOGY
TRIGLYCERIDE,TRIGLYCERIDE
IMIPRN,IMIPRAMINE
DESIPRN,IMIPRAMINE
EPIPREGNANOLONE,EPIPREGNANOLONE
575A,C
NFEL,NATIVE
SIGNOUT,SIGNOUT
CARBMZPN,CARBAMAZEPINE
MIRTAZ,MIRTAZAPINE
NORMIRTAZ,NORMIRTAZAPINE
PRIMDNE,PRIMIDONE
PHENOBAR,PHENOBARBITAL
FLUOX,FLUOXETINE
FLOUX,TROUGH
PHYT,PHENYTOIN
RISP,RISPERIDONE
CHECKLIST,CHECKLIST
ENCOUNTERS,ENCOUNTERS
MMOL,PLATELET
PGE1,ADENOSINE
ADENYLOSUCCINATE, ADENYLOSUCCINATE
METHYLURACIL,HYDROXYMETHYLURACIL
GUANOSINE,GUANOSINE
PSEUDOURIDINE,PSEUDOURIDINE
DIHYDROTHYMINE,DIHYDROTHYMINE
DIHYDROOROTATE,DIHYDROOROTATE
HEPASCORE,PLASMA
CRISIS,CRISIS
FURTHER,FOR
PROCESSING,FURTHER
RDNA,LABEL
CONSTRUCT,RECOMBINANT
OPC3373,OPC3373
BODYMASS,ADJUSTED
CREA,FOR
ALIZAPRIDE, ALIZAPRIDE
ALMINOPROFEN, ALMINOPROFEN
ANAKINRA,ANAKINRA
CANNABICYCLOHEXANOL,CANNABICYCLOHEXANOL
CATHINONE,CATHINONE
LURASIDONE,LURASIDONE
HYDROXYPENTY,HYDROXYPENTYL
HYDROXYINDOLE,HYDROXYINDOLE
HYDROXYPENTYL,HYDROXYPENTYL
METHCATHINONE,METHCATHINONE
NALOXOL,NALOXOL
NALTREXOL,NALTREXOL
SEGMENTS,SEGMENTS
PRCA,PROXIMAL
ANGIOGRAM,SEGMENTAL
MRCA,MID
DRCA,DISTAL
PDA,DESCENDING
PLAD,PROXIMAL
MLAD,MID
DLAD,DISTAL
PCX,PROXIMAL
OM,OBTUSE MARGINAL
LCX,MID
PLB,BRANCH
PCI,PERCUTANEOUS CORONARY INTERVENTION
REARR,REARRANGEMENTS
COMORBID,COMORBID
HYPERURICEMIA,HYPERURICEMIA
TEACHING,TEACHING
FLUORO,FLUOROSCOPY
SPASM,SPASM
LOAD,LOAD
PACING,PACING
PCPS,PERCUTANEOUS
CAD,CORONARY ARTERY DISEASE
HYOCHOLATE,HYOCHOLATE
ARC,RENIN
NAAG,N
NFM,NEUROFILAMENT
SEDOHEPTULOSE, SEDOHEPTULOSE
BENPERIDOL,BENPERIDOL
NFH,NEUROFILAMENT
PMM1,PHOSPHOMANNOMUTASE
CYP2C8,CYP2C8
SCANOGRAM,SCANOGRAM
PGDH,3
PROAVP,C
ISOFORMS,ISOFORMS
URET,URETER
RECONSTR,RECONSTRUCTION
CONGENITAL,CONGENITAL
DENS,DENSITOMETRY
REJECT,CELLULAR
ALLOMAP,MONONUCLEAR
HAWKINSIN,HAWKINSIN
GPK,AFTER
NORTRIPTYLINE,NORTRIPTYLINE
CHLORDIAZEPOXIDE,CHLORDIAZEPOXIDE
CES1,CES1
428G,C
OXC,OXCARBAZEPINE
TGH,TROUGH
CARBZP,HYDROXYCARBAZEPINE
NPRU,NATURAL
TOXINS,DEHYDROGENASE
ZIKV,ZIKA
EML4,P21;P23
2;3,2;3
PPARG,PAX8
ITD,GENE
ONLINE,ONLINE
EXPIRES,EXPIRES
NAPHYRONE,NAPHYRONE
BK,BUTYLONE
MBDB,CUTOFF
METHEDRONE,METHEDRONE
OVRNGT,PERITONEAL
TRIMETHYL, 3
TML,TRIMETHYLLYSINE
BH2,DIHYDROBIOPTERIN
AASA,AMINOADIPIC
ARABINOSE, ARABINOSE
BIOP, BIOPTERIN
NEOP,BIOPTERIN
C29,C29
DICARBOXYLATE,DICARBOXYLATE
BIOSYNTHESIS,BIOSYNTHESIS
D2HG,D
L2HG,L
BUTYROBETAINE,BUTYROBETAINE
ISOXANTHOPTERIN,ISOXANTHOPTERIN
ISOBIOPTERIN, 7
PLP,PYRIDOXAL
SQUALENE,SQUALENE
MERCH,MERCHANTS
PATHOGENS,PATHOGENS
FUSA,FUSA
RPOD,RPOD
RFBL,RFBL
TRKH,TRKH
TNAA,TNAA
RECN,RECN
NOROV,NOROVIRUS
ORF1,II
ORF2,TYPE
JNC,ORF2
RVA,ROTAVIRUS
NSP5,A
HGF,HEPATOCYTE GROWTH FACTOR
UBIQ, NADH
MASTIC,MASTIC
PENFLURIDOL,PENFLURIDOL
CRT,CREATINE
PMS2,PMS2
EPCAM,EPCAM
EXONS,GENE
CARECONN,INDEX
AHA,ACC
GOFF,AHA
SMEARS,SMEARS
NOTIFCTN,NOTIFICATION
CPE,CAPSULAR POLYSACCHARIDE ENZYME
SA,STAPHYLOCOCCUS AUREUS
UMP,URIDINE
SYNTHETASE,MONOPHOSPHATE
CYCLOHEXANEDIOL,1
DIHYDROXYBUTYRATE,3
FURANDICARBOXYLATE,FURANDICARBOXYLATE
DHCA,3
HYDANTOIN,HYDANTOIN
HMPP,3
VANILLOYLGLYCINE,VANILLOYLGLYCINE
LEVULINATE,LEVULINATE
DIHYDROXYBENZOATE,3
LACTYL,LACTYL
FUROYLGLYCINE,FUROYLGLYCINE
PIMELATE,PIMELATE
DESAMINOTYROSINE,DESAMINOTYROSINE
DEOXYTHREONATE,DEOXYTHREONATE
PAC,PAC
2016,2016
PHQ,VALUE
INTRAOP,LOSS
NEPHROSTOMY,OUTPUT
VOIDS,VOIDS
STOOLS,STOOLS
INCONT,INCONTINENT
EMESIS,EMESIS
SANITARY,SANITARY
PADS,PADS
MUSCULOSKEL,FLUID
OSTOMY,OUTPUT
ETT,ENDOTRACHEAL
FUL,FULL
FLAVINS,RIBOFLAVIN
ALLOCYSTATHIONINE,ALLOCYSTATHIONINE
ALANYLPROLINE,ALANYLPROLINE
BAIB,BETA
PATT,SERINE
UIB, BETA
ASPARTYLGLYCINE,ASPARTYLGLYCINE
HOMOARGININE, L
PROLYL, PROLYLHYDROXYPROLINE
ASPARTYLGLYCOSAMINE,ASPARTYLGLYCOSAMINE
ACETYLLYSINE,ACETYLLYSINE
GLY, GLYCYLPROLINE
MONOMETHYLARGININE, N
SACCHAROPINE,SACCHAROPINE
CYSTEINYLDOPA,CYSTEINYLDOPA
HOMOSERINE,HOMOSERINE
AMINOIMIDAZOLE,AMINOIMIDAZOLE
CARBOXAMIDE,CARBOXAMIDE
CYTOSINE,CYTOSINE
PURINE,PURINE
PYRIMIDINE,PYRIMIDINE
DIHYDROURIDINE,DIHYDROURIDINE
CYTIDINE,CYTIDINE
SRPL,SERUM
DIHYDROXYADENINE,DIHYDROXYADENINE
DIHYDROURACIL,DIHYDROURACIL
EICOSADIENOATE,EICOSADIENOATE
OCTADECATETRAENOATE,OCTADECATETRAENOATE
EICOSENOATE,EICOSENOATE
DOCOSADIENOATE,DOCOSADIENOATE
CYP4F2,CYP4F2
SLCO1B1,SLCO1B1
FUNCT,FUNCTIONAL
UNILAT,UNILATERAL
BLINDNESS,NIGHT
AWARE,BLINDNESS
ELEVATE,ELEVATE
ABOVE,ABOVE
MIDLINE,MIDLINE
CONVERG,CONVERGENCE
BILAT,DEVELOPED
CCDS,CONGENITAL
INHERITANCE,INHERITANCE
ICRB,INTERNATIONAL
REESE,REESE
ELLS,ELLSWORTH
WINKING,WINKING
DYSTROPHY,DYSTROPHY
OPHTHALMOLOGIC,OPHTHALMOLOGIC
MOLEC,MOLECULAR
OPHTH,OPHTHALMOLOGICAL
TONOMETER,TONOMETER
ALIGN,ALIGNMENT
NYSTAG,FOR
NULL,NYSTAGMUS
DENSE,DENSE
ARDEN, ARDEN
ELPOTRTO,ARDEN
EOG,EOG
IMPL,IMPLICIT
OSCILLATORY,OSCILLATORY
ELECTRODE,ELECTRODE
FLICKER,FLICKER
FLICK,FLICKER
